order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI04850,2018-07-28,14:55:46,Lunch,NS,"[('Fries', 6), ('Chicken', 7), ('Salad', 4), ('Steak', 6)]",634.8,-37.8001117,144.9690652,0,6.4110000000000005,13.7413875
ORDI06813,2018-06-19,13:34:38,Lunch,NS,"[('Chicken', 3), ('Burger', 5), ('Salad', 10)]",423.0,-37.823437899999995,145.00681640000002,0,11.083,16.499546
ORDZ02517,2018-04-02,11:02:32,Breakfast,NS,"[('Coffee', 5), ('Pancake', 1)]",61.75,-37.8064876,145.0038278,0,9.498,14.909637099999998
ORDI05569,2018-07-29,14:55:46,Lunch,NS,"[('Chicken', 3), ('Salad', 10)]",268.0,-37.8173887,144.9674374,0,8.309,15.6149728
ORDI01355,2018-11-12,18:28:43,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 2), ('Pasta', 2), ('Shrimp', 10)]",829.0,-37.8186777,144.95951499999998,0,8.85,14.792997699999999
ORDZ08117,2018-12-02,19:09:17,Dinner,NS,"[('Pasta', 6), ('Salmon', 9), ('Fish&Chips', 5)]",709.0,-37.8209945,144.98804980000003,0,9.356,17.4332803
ORDI04278,2018-03-09,10:11:49,Breakfast,NS,"[('Pancake', 5), ('Cereal', 2)]",163.25,-37.7998806,145.00898,0,10.059,14.8567878
ORDZ10020,2018-07-18,14:35:29,Lunch,NS,"[('Steak', 4), ('Fries', 9), ('Salad', 4)]",356.8,-37.8122109,144.96834630000004,0,7.555,13.0993976
ORDC02107,2018-08-19,15:36:20,Lunch,NS,"[('Steak', 3), ('Salad', 2), ('Chicken', 7), ('Fries', 3)]",429.4,-37.8139949,144.96440769999998,0,7.982,15.317132
ORDI10012,2018-02-02,09:00:50,Breakfast,NS,"[('Cereal', 9), ('Pancake', 3), ('Coffee', 8)]",321.75,-37.8159503,144.9394896,0,9.842,15.2300299
ORDI01575,2018-04-29,11:53:14,Breakfast,NS,"[('Cereal', 10), ('Eggs', 2), ('Coffee', 7), ('Pancake', 4)]",403.5,-37.808580400000004,144.94553159999998,0,9.005,16.2508416
ORDI10655,2018-04-19,11:32:57,Breakfast,NS,"[('Eggs', 1), ('Pancake', 2)]",70.5,-37.8140731,144.9675133,0,7.8389999999999995,13.051369699999999
ORDC03408,2018-02-25,09:41:24,Breakfast,NS,"[('Cereal', 5), ('Eggs', 6)]",237.0,-37.816049,144.9570548,0,8.642000000000001,15.9903661
ORDI06051,2018-08-04,15:05:54,Lunch,NS,"[('Salad', 1), ('Chicken', 9), ('Steak', 5), ('Fries', 4), ('Burger', 6)]",764.2,-37.8143315,144.9881358,0,8.876,16.8995535
ORDC04207,2018-01-25,08:40:33,Breakfast,NS,"[('Eggs', 10), ('Coffee', 5), ('Cereal', 9), ('Pancake', 5)]",567.75,-37.8098651,144.9791791,0,7.744,13.1145989
ORDZ05866,2018-08-10,15:16:03,Lunch,NS,"[('Fries', 3), ('Chicken', 5), ('Burger', 8), ('Steak', 2)]",534.0,-37.7993049,144.9631605,0,6.896,12.0475242
ORDZ05519,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 5), ('Eggs', 8)]",213.5,-37.8113935,145.00149140000002,0,9.658,14.7510911
ORDC01336,2018-08-21,15:36:20,Lunch,NS,"[('Fries', 3), ('Salad', 6), ('Chicken', 9)]",427.2,-37.8199519,144.9685132,0,8.596,14.026581400000001
ORDC05246,2018-05-15,12:23:39,Lunch,NS,"[('Fries', 4), ('Salad', 7), ('Chicken', 7)]",392.4,-37.8177326,144.9646246,0,8.463,13.694629699999998
ORDC07907,2018-07-05,14:05:04,Lunch,NS,"[('Burger', 5), ('Steak', 2)]",245.0,-37.8002715,144.9599632,0,7.082000000000001,12.478501800000002
ORDC01213,2018-07-30,14:55:46,Lunch,NS,"[('Chicken', 8), ('Steak', 1), ('Fries', 6), ('Burger', 6), ('Salad', 6)]",662.2,-37.8120939,144.9738315,0,7.627999999999999,13.1420829
ORDI02169,2018-10-24,17:48:10,Dinner,NS,"[('Shrimp', 10), ('Pasta', 9), ('Salmon', 4), ('Fish&Chips', 3)]",1056.5,-37.8052334,144.97141580000002,0,6.77,12.9837559
ORDI03731,2018-01-10,08:10:08,Breakfast,NS,"[('Coffee', 3), ('Cereal', 6), ('Pancake', 8)]",342.5,-37.8029823,144.9292533,1,10.046,7.4052195
ORDC00029,2018-07-11,14:15:12,Lunch,NS,"[('Steak', 4), ('Fries', 4)]",228.0,-37.81674829999999,145.0074769,0,10.616,15.320279800000002
ORDI08519,2018-02-23,09:41:24,Breakfast,NS,"[('Cereal', 10), ('Coffee', 4), ('Pancake', 6), ('Eggs', 1)]",407.5,-37.8237154,144.96731259999999,0,9.092,14.0782407
ORDZ04066,2018-07-25,14:45:38,Lunch,NS,"[('Fries', 8), ('Salad', 3), ('Chicken', 4)]",275.6,-37.811389299999995,144.9442361,0,9.956,15.866296799999999
ORDC01869,2018-04-25,11:43:05,Breakfast,NS,"[('Pancake', 5), ('Cereal', 6), ('Coffee', 5), ('Eggs', 4)]",372.75,-37.8191695,144.952764,0,9.309,14.4447446
ORDZ02910,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 10), ('Eggs', 4), ('Cereal', 3)]",226.0,-37.8205606,144.96690049999998,0,8.795,13.535472899999998
ORDI00490,2018-09-26,16:47:19,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 2)]",290.0,-37.816767799999994,144.96992450000002,0,8.103,14.312283800000001
ORDI00461,2018-08-09,15:16:03,Lunch,NS,"[('Salad', 7), ('Burger', 4), ('Chicken', 7)]",468.4,-37.7991533,144.96268419999998,0,6.907,12.5535117
ORDZ04146,2018-03-29,10:52:23,Breakfast,NS,"[('Cereal', 3), ('Pancake', 9), ('Coffee', 7)]",333.75,-37.803549100000005,144.9730654,0,6.995,12.028653199999999
ORDZ05772,2018-11-20,18:38:52,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 3)]",325.0,-37.826302399999996,145.0186793,0,12.315999999999999,18.378547
ORDI04904,2018-11-03,18:08:27,Dinner,NS,"[('Pasta', 10), ('Shrimp', 9)]",761.0,-37.8111309,144.952352,0,8.533,16.7620709
ORDZ05440,2018-08-31,15:56:37,Lunch,NS,"[('Steak', 1), ('Fries', 6), ('Salad', 8), ('Burger', 4)]",378.6,-37.801131700000006,144.9628861,0,6.851,12.3324831
ORDZ03405,2018-03-13,10:21:58,Breakfast,NS,"[('Cereal', 2), ('Eggs', 10), ('Coffee', 2), ('Pancake', 5)]",398.25,-37.8138875,144.95534650000002,0,8.463,13.5869342
ORDI02896,2018-10-12,17:27:53,Dinner,NS,"[('Pasta', 5), ('Fish&Chips', 6), ('Shrimp', 9), ('Salmon', 3)]",956.5,-37.803912,144.9885591,0,7.966,13.655735
ORDZ06420,2018-08-02,15:05:54,Lunch,NS,"[('Burger', 6), ('Chicken', 3), ('Steak', 10), ('Salad', 9), ('Fries', 6)]",958.8,-37.8130318,144.9485519,0,10.575,15.861239499999998
ORDI01331,2018-02-20,09:31:16,Breakfast,NS,"[('Eggs', 2), ('Coffee', 6), ('Cereal', 1)]",110.0,-37.80503710000001,144.92875159999997,0,10.459000000000001,15.4911048
ORDZ02477,2018-10-16,17:27:53,Dinner,NS,"[('Salmon', 5), ('Shrimp', 7), ('Fish&Chips', 5)]",758.0,-37.822544799999996,144.99168600000002,0,9.754,15.654794599999999
ORDC07271,2018-06-04,13:04:13,Lunch,NS,"[('Burger', 8), ('Chicken', 4), ('Fries', 7)]",460.0,-37.8140167,144.9654387,0,8.047,13.5391916
ORDC01042,2018-02-17,09:31:16,Breakfast,NS,"[('Cereal', 9), ('Eggs', 9), ('Pancake', 10), ('Coffee', 9)]",697.0,-37.8151285,144.9378208,0,10.001,17.2138705
ORDC02242,2018-10-23,17:48:10,Dinner,NS,"[('Salmon', 4), ('Pasta', 3), ('Shrimp', 9), ('Fish&Chips', 10)]",1082.5,-37.8083859,144.94774089999999,0,8.839,14.986691500000001
ORDI07963,2018-06-12,13:24:30,Lunch,NS,"[('Steak', 5), ('Fries', 5), ('Chicken', 6)]",477.0,-37.8062744,144.946887,0,8.767999999999999,14.3502856
ORDI05746,2018-02-04,09:00:50,Breakfast,NS,"[('Coffee', 1), ('Eggs', 5), ('Cereal', 3), ('Pancake', 4)]",277.5,-37.817405900000004,144.9907682,0,9.376,16.5486855
ORDZ05589,2018-10-18,17:38:01,Dinner,NS,"[('Pasta', 7), ('Salmon', 2)]",274.5,-37.8234235,144.970257,0,8.997,14.617394699999998
ORDC02524,2018-02-13,09:21:07,Breakfast,NS,"[('Pancake', 7), ('Cereal', 7), ('Eggs', 9)]",514.75,-37.8024029,144.9269069,0,10.262,15.4154557
ORDZ11061,2018-06-30,13:54:55,Lunch,NS,"[('Fries', 6), ('Burger', 6), ('Steak', 4)]",438.0,-37.8056197,144.95376069999998,0,8.142999999999999,15.436539999999999
ORDZ01402,2018-08-23,15:46:28,Lunch,NS,"[('Steak', 9), ('Fries', 5), ('Chicken', 6), ('Burger', 6), ('Salad', 8)]",980.6,-37.8110771,144.9502074,0,8.68,13.945045499999999
ORDI11042,2018-12-03,19:09:17,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 3), ('Shrimp', 8), ('Pasta', 1)]",851.5,-37.8004966,144.9998066,0,8.947000000000001,14.831481
ORDZ01730,2018-08-27,15:46:28,Lunch,NS,"[('Chicken', 4), ('Steak', 5), ('Fries', 8)]",449.0,-37.8015961,144.9779199,0,6.792999999999999,12.502326
ORDC01376,2018-03-02,09:51:32,Breakfast,NS,"[('Pancake', 6), ('Coffee', 2)]",160.5,-37.818487700000006,144.99459,0,9.686,14.473162699999998
ORDZ10609,2018-12-20,19:39:43,Dinner,NS,"[('Fish&Chips', 9), ('Shrimp', 7)]",693.0,-37.8093528,144.94582590000002,0,9.004,14.502104500000002
ORDI09806,2018-10-27,17:58:18,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 3), ('Pasta', 7)]",599.5,-37.821433,144.96920830000002,0,8.767000000000001,16.976799300000003
ORDZ01614,2018-05-06,12:03:22,Lunch,NS,"[('Chicken', 4), ('Steak', 9), ('Salad', 9), ('Burger', 3), ('Fries', 2)]",804.8,-37.8087321,144.9473669,0,8.88,16.7725892
ORDZ03371,2018-09-05,16:06:45,Dinner,NS,"[('Salmon', 4), ('Pasta', 6), ('Fish&Chips', 1)]",364.0,-37.8161658,144.92873930000002,0,10.573,16.6166764
ORDI04873,2018-11-16,18:28:43,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 6), ('Pasta', 7)]",578.5,-37.814132799999996,145.00470990000002,0,10.204,16.266237
ORDC06541,2018-03-26,10:42:15,Breakfast,NS,"[('Coffee', 6), ('Pancake', 3)]",117.75,-37.8055339,144.97363869999998,0,6.8260000000000005,11.899596800000001
ORDC01426,2018-11-04,18:08:27,Dinner,NS,"[('Pasta', 10), ('Salmon', 1), ('Shrimp', 1)]",370.0,-37.8187901,144.9529565,0,9.244,17.0758592
ORDI10455,2018-06-18,13:34:38,Lunch,NS,"[('Fries', 5), ('Steak', 7), ('Salad', 2)]",409.4,-37.8193438,144.9756872,0,8.586,14.0840664
ORDI06434,2018-03-10,10:11:49,Breakfast,NS,"[('Coffee', 1), ('Pancake', 5), ('Eggs', 3)]",194.75,-37.8233255,144.97626519999997,0,9.068999999999999,16.0565425
ORDC05928,2018-02-23,09:41:24,Breakfast,NS,"[('Coffee', 2), ('Eggs', 10)]",235.0,-37.8066267,144.9323806,0,10.187000000000001,14.503651999999999
ORDC07169,2018-01-20,08:30:25,Breakfast,NS,"[('Eggs', 7), ('Cereal', 7), ('Coffee', 4)]",331.0,-37.804917100000004,144.97559280000002,0,6.96,14.043281099999998
ORDZ08780,2018-02-14,09:21:07,Breakfast,NS,"[('Pancake', 2), ('Cereal', 10)]",258.5,-37.8107321,145.0100246,0,10.378,15.3377609
ORDZ03892,2018-03-10,10:11:49,Breakfast,NS,"[('Pancake', 4), ('Coffee', 7), ('Eggs', 6), ('Cereal', 2)]",323.5,-37.810541799999996,144.97201840000002,0,7.352,14.507385199999998
ORDZ10058,2018-06-28,13:54:55,Lunch,NS,"[('Burger', 5), ('Steak', 8)]",515.0,-37.8119474,144.9564969,0,8.124,13.264490900000002
ORDI05101,2018-01-11,08:20:16,Breakfast,NS,"[('Cereal', 7), ('Coffee', 7), ('Pancake', 10), ('Eggs', 5)]",552.0,-37.816608200000005,144.9825251,1,8.61,6.57258
ORDI11063,2018-03-11,10:11:49,Breakfast,NS,"[('Pancake', 5), ('Coffee', 2), ('Eggs', 3), ('Cereal', 4)]",286.25,-37.8028358,144.96366919999997,0,6.932,13.4436036
ORDZ03233,2018-04-06,11:02:32,Breakfast,NS,"[('Pancake', 10), ('Cereal', 7), ('Coffee', 2), ('Eggs', 8)]",580.5,-37.8035042,144.9498163,0,8.324,13.230263699999998
ORDZ01480,2018-06-10,13:14:21,Lunch,NS,"[('Burger', 10), ('Salad', 10)]",482.0,-37.8145453,144.96397140000002,0,8.086,15.6953568
ORDI06573,2018-05-17,12:23:39,Lunch,NS,"[('Chicken', 2), ('Steak', 2), ('Salad', 4)]",222.8,-37.8191593,144.964517,0,8.729,14.601191
ORDI03423,2018-12-10,19:19:26,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 1), ('Shrimp', 5)]",332.5,-37.8122103,144.9375505,0,10.23,15.972567399999999
ORDC10619,2018-11-06,18:08:27,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 10)]",637.0,-37.8151727,144.9635792,0,8.15,14.4156818
ORDI02584,2018-09-25,16:47:19,Dinner,NS,"[('Pasta', 10), ('Shrimp', 3), ('Fish&Chips', 8), ('Salmon', 5)]",922.0,-37.81220089999999,145.01597019999997,0,10.852,16.978696600000003
ORDC01157,2018-07-02,13:54:55,Lunch,NS,"[('Burger', 4), ('Steak', 3), ('Chicken', 6)]",451.0,-37.8174031,144.9526115,0,9.046,14.493228
ORDI05908,2018-04-30,11:53:14,Breakfast,NS,"[('Eggs', 6), ('Coffee', 4)]",162.0,-37.8239288,144.9693524,0,9.101,14.145935
ORDC04462,2018-01-23,08:40:33,Breakfast,NS,"[('Pancake', 8), ('Eggs', 1)]",216.0,-37.816235600000006,144.96004419999997,0,8.496,13.179890099999998
ORDZ09038,2018-12-10,19:19:26,Dinner,NS,"[('Shrimp', 8), ('Pasta', 10), ('Fish&Chips', 8), ('Salmon', 5)]",1192.0,-37.808638,144.9550102,0,8.238,14.340304999999999
ORDZ03305,2018-04-28,11:53:14,Breakfast,NS,"[('Eggs', 2), ('Cereal', 5), ('Coffee', 1)]",156.5,-37.818065000000004,144.97990049999999,0,8.6,15.382902800000002
ORDI03422,2018-08-18,15:36:20,Lunch,NS,"[('Salad', 7), ('Burger', 2), ('Steak', 5)]",407.4,-37.81008610000001,144.9695403,0,7.183,13.871403599999999
ORDI03038,2018-02-26,09:51:32,Breakfast,NS,"[('Cereal', 8), ('Coffee', 3), ('Pancake', 3), ('Eggs', 5)]",373.25,-37.8106616,144.9762036,0,7.651,12.961160099999999
ORDC05824,2018-05-18,12:33:48,Lunch,NS,"[('Burger', 8), ('Fries', 5)]",308.0,-37.8150899,144.9563101,0,8.541,14.513021599999998
ORDI05801,2018-02-08,09:10:59,Breakfast,NS,"[('Eggs', 1), ('Pancake', 4), ('Coffee', 10)]",194.0,-37.8087783,144.97044250000002,0,7.169,11.758355400000001
ORDI06600,2018-01-25,08:40:33,Breakfast,NS,"[('Cereal', 6), ('Pancake', 3), ('Coffee', 9)]",266.25,-37.8107471,144.9636534,0,7.556,12.4625717
ORDI02291,2018-06-21,13:34:38,Lunch,NS,"[('Salad', 6), ('Burger', 6), ('Fries', 4)]",337.2,-37.8215397,144.9538489,0,9.543,14.453717999999999
ORDI08860,2018-04-13,11:22:49,Breakfast,NS,"[('Eggs', 10), ('Pancake', 4)]",317.0,-37.8194399,144.96345780000001,0,8.811,14.0634796
ORDZ08435,2018-11-07,18:18:35,Dinner,NS,"[('Shrimp', 4), ('Salmon', 9), ('Fish&Chips', 9), ('Pasta', 8)]",1120.0,-37.8132,144.9628376,0,7.9510000000000005,14.1093218
ORDC09145,2018-09-18,16:37:10,Dinner,NS,"[('Fish&Chips', 7), ('Pasta', 9), ('Salmon', 9)]",861.5,-37.8069395,144.95787880000003,0,8.103,14.622354300000001
ORDZ08763,2018-03-04,10:01:41,Breakfast,NS,"[('Coffee', 4), ('Cereal', 9)]",219.0,-37.8146852,144.98019219999998,0,8.312000000000001,15.3056968
ORDI08019,2018-04-03,11:02:32,Breakfast,NS,"[('Pancake', 7), ('Eggs', 8)]",345.75,-37.812504700000005,144.9884447,0,8.713,13.5100359
ORDI03373,2018-05-18,12:33:48,Lunch,NS,"[('Chicken', 10), ('Salad', 1), ('Steak', 8), ('Fries', 1)]",709.2,-37.8045374,144.9431479,0,9.023,14.5054612
ORDZ02592,2018-09-28,16:57:27,Dinner,NS,"[('Salmon', 5), ('Shrimp', 8), ('Pasta', 1), ('Fish&Chips', 5)]",839.5,-37.8073886,144.94273950000002,0,9.276,14.924157999999998
ORDZ08340,2018-06-28,13:54:55,Lunch,NS,"[('Salad', 1), ('Fries', 7), ('Steak', 7), ('Chicken', 6)]",608.2,-37.8165987,144.9331971,0,10.550999999999998,16.1795836
ORDZ02154,2018-10-23,17:48:10,Dinner,NS,"[('Pasta', 1), ('Shrimp', 2), ('Salmon', 10), ('Fish&Chips', 8)]",825.5,-37.807198,144.94871519999998,0,8.648,14.5860025
ORDZ06511,2018-07-18,14:35:29,Lunch,NS,"[('Burger', 2), ('Salad', 4)]",130.8,-37.811750599999996,145.01220969999997,0,10.524000000000001,15.9289108
ORDC01329,2018-08-31,15:56:37,Lunch,NS,"[('Chicken', 7), ('Burger', 3), ('Fries', 3), ('Salad', 5), ('Steak', 7)]",754.0,-37.802111700000005,144.958224,0,7.407,12.7677371
ORDZ09368,2018-01-11,08:20:16,Breakfast,NS,"[('Pancake', 3), ('Cereal', 4)]",156.75,-37.8072596,144.95739609999998,1,8.099,6.404271499999999
ORDC00797,2018-11-01,18:08:27,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 4), ('Pasta', 6)]",644.0,-37.824097200000004,144.9486132,0,10.298,16.4655638
ORDI05292,2018-01-13,08:20:16,Breakfast,NS,"[('Eggs', 3), ('Pancake', 6), ('Cereal', 2)]",253.5,-37.819848799999995,144.9683212,1,8.62,7.8125478
ORDC08680,2018-04-08,11:12:40,Breakfast,NS,"[('Pancake', 2), ('Cereal', 4), ('Coffee', 4)]",162.5,-37.7980256,144.95272119999998,0,7.782,14.4206581
ORDZ00999,2018-11-15,18:28:43,Dinner,NS,"[('Salmon', 9), ('Shrimp', 7)]",747.0,-37.821178,144.96228119999998,0,9.099,14.712814499999999
ORDC00958,2018-11-26,18:49:00,Dinner,NS,"[('Shrimp', 6), ('Salmon', 3), ('Pasta', 10), ('Fish&Chips', 6)]",932.0,-37.800340000000006,145.00410480000002,0,9.455,14.984601000000001
ORDZ00589,2018-12-22,19:49:51,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 10), ('Pasta', 8), ('Shrimp', 10)]",1274.0,-37.8192403,144.9422498,0,9.911,17.738032399999998
ORDZ09476,2018-04-09,11:12:40,Breakfast,NS,"[('Pancake', 2), ('Eggs', 8)]",224.5,-37.8022925,144.94239950000002,0,8.884,13.8941691
ORDZ09284,2018-05-18,12:33:48,Lunch,NS,"[('Steak', 10), ('Fries', 10), ('Chicken', 1), ('Salad', 6)]",705.2,-37.8150899,144.9563101,0,8.541,14.102920499999998
ORDZ09793,2018-12-01,18:59:09,Dinner,NS,"[('Salmon', 6), ('Shrimp', 10)]",786.0,-37.8178183,144.9887553,0,9.195,16.870127399999998
ORDZ10435,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 1), ('Cereal', 10), ('Eggs', 8), ('Pancake', 3)]",466.25,-37.8207783,144.96700769999998,0,8.837,13.6706171
ORDI02874,2018-11-24,18:49:00,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 9), ('Shrimp', 2)]",505.0,-37.8256626,144.99794319999998,0,10.38,18.8445328
ORDI09348,2018-02-15,09:21:07,Breakfast,NS,"[('Eggs', 10), ('Coffee', 2)]",235.0,-37.8147119,145.0022753,0,10.096,15.100710699999999
ORDI08665,2018-10-17,17:38:01,Dinner,NS,"[('Pasta', 4), ('Salmon', 10)]",520.0,-37.802422,144.94869340000002,0,8.283,14.306977800000002
ORDZ02611,2018-12-08,19:19:26,Dinner,NS,"[('Shrimp', 3), ('Pasta', 8), ('Salmon', 5)]",587.0,-37.805337,144.950642,0,8.377,16.2274362
ORDI08401,2018-11-17,18:38:52,Dinner,NS,"[('Shrimp', 8), ('Pasta', 4)]",542.0,-37.8066989,144.94151509999998,0,9.435,17.974376100000004
ORDC01770,2018-04-01,10:52:23,Breakfast,NS,"[('Pancake', 7), ('Cereal', 3)]",232.75,-37.818926,144.9624821,0,8.745,15.697115700000001
ORDC02285,2018-09-06,16:06:45,Dinner,NS,"[('Pasta', 7), ('Shrimp', 6)]",516.5,-37.7998732,144.95414219999998,0,7.682,13.8855927
ORDI04166,2018-02-24,09:41:24,Breakfast,NS,"[('Cereal', 5), ('Eggs', 9), ('Coffee', 6)]",348.0,-37.8237801,144.96870990000002,0,9.117,15.620072400000002
ORDI02287,2018-04-15,11:22:49,Breakfast,NS,"[('Eggs', 6), ('Coffee', 7), ('Pancake', 10)]",427.0,-37.813212799999995,145.0108971,0,10.716,17.629093
ORDC10721,2018-06-07,13:14:21,Lunch,NS,"[('Salad', 6), ('Steak', 4), ('Burger', 2)]",345.2,-37.8254058,144.95147980000002,0,10.148,15.9698604
ORDC05084,2018-08-21,15:36:20,Lunch,NS,"[('Salad', 7), ('Fries', 6), ('Burger', 4), ('Chicken', 2), ('Steak', 5)]",605.4,-37.8006883,144.9662159,0,6.483,11.744956599999998
ORDC02910,2018-05-01,11:53:14,Breakfast,NS,"[('Pancake', 1), ('Coffee', 9), ('Cereal', 5)]",196.75,-37.8097804,144.94918669999998,0,8.799,13.951073800000001
ORDI08917,2018-08-26,15:46:28,Lunch,NS,"[('Burger', 3), ('Salad', 6), ('Fries', 6)]",268.2,-37.8139192,144.9379022,0,10.112,18.1731935
ORDZ10892,2018-10-04,17:07:36,Dinner,NS,"[('Shrimp', 3), ('Pasta', 6), ('Salmon', 1), ('Fish&Chips', 2)]",438.0,-37.8082252,144.9398885,0,10.138,16.188753400000003
ORDC02088,2018-05-17,12:23:39,Lunch,NS,"[('Chicken', 4), ('Fries', 5)]",188.0,-37.8090866,144.9635351,0,7.457999999999999,12.9273186
ORDC08457,2018-12-12,19:29:34,Dinner,NS,"[('Shrimp', 1), ('Pasta', 5)]",191.5,-37.8137047,144.9655369,0,8.064,14.2790244
ORDI10340,2018-11-16,18:38:52,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 5), ('Pasta', 10)]",655.0,-37.8187648,144.9615339,0,8.891,15.0107461
ORDI00112,2018-06-15,13:24:30,Lunch,NS,"[('Fries', 7), ('Salad', 10)]",256.0,-37.798300899999994,144.9442044,0,8.857000000000001,14.4899603
ORDZ10767,2018-02-11,09:21:07,Breakfast,NS,"[('Eggs', 2), ('Coffee', 4), ('Cereal', 6)]",200.0,-37.8160461,144.97222040000003,0,7.902,14.851919699999998
ORDC03263,2018-07-16,14:25:21,Lunch,NS,"[('Fries', 6), ('Chicken', 2), ('Salad', 7)]",256.4,-37.8002284,144.9848519,0,7.582999999999999,13.3727989
ORDI01638,2018-03-29,10:52:23,Breakfast,NS,"[('Cereal', 1), ('Pancake', 3)]",93.75,-37.8018895,144.9572637,0,7.477,12.8329386
ORDZ10379,2018-03-07,10:11:49,Breakfast,NS,"[('Cereal', 8), ('Pancake', 2), ('Coffee', 3)]",239.0,-37.8078707,144.9730414,0,7.077000000000001,11.577278699999999
ORDZ01749,2018-07-22,14:35:29,Lunch,NS,"[('Salad', 4), ('Steak', 8), ('Burger', 4)]",552.8,-37.8137032,144.95345859999998,0,8.509,16.0602502
