date,route,attempted,succeeded
09/15/2012,Little Tahoma,2,0
09/15/2012,Disappointment Cleaver,12,7
09/15/2012,Disappointment Cleaver,2,2
09/15/2012,Disappointment Cleaver,4,3
09/15/2012,Little Tahoma,3,3
09/15/2012,Disappointment Cleaver,2,2
09/15/2012,Disappointment Cleaver,3,3
09/15/2012,Disappointment Cleaver,2,2
09/16/2012,Disappointment Cleaver,12,6
09/16/2012,Disappointment Cleaver,12,9
09/16/2012,Disappointment Cleaver,12,9
09/17/2012,Disappointment Cleaver,2,2
09/17/2012,Emmons-Winthrop,3,0
09/17/2012,Disappointment Cleaver,1,0
09/17/2012,Disappointment Cleaver,6,6
09/17/2012,Disappointment Cleaver,11,11
09/17/2012,Disappointment Cleaver,12,5
09/18/2012,Disappointment Cleaver,2,2
09/18/2012,Disappointment Cleaver,12,0
09/18/2012,Kautz Glacier,2,0
09/20/2012,Disappointment Cleaver,3,0
09/20/2012,Disappointment Cleaver,12,8
09/21/2012,Disappointment Cleaver,12,7
09/21/2012,Emmons-Winthrop,4,0
09/21/2012,Disappointment Cleaver,12,8
09/21/2012,Disappointment Cleaver,10,8
09/21/2012,Disappointment Cleaver,3,0
09/21/2012,Disappointment Cleaver,3,3
09/22/2012,Disappointment Cleaver,12,0
09/22/2012,Disappointment Cleaver,3,3
09/22/2012,Disappointment Cleaver,2,0
09/22/2012,Disappointment Cleaver,12,7
09/22/2012,glacier only - no summit attempt,2,2
09/22/2012,Emmons-Winthrop,2,0
09/22/2012,Disappointment Cleaver,2,2
09/23/2012,Disappointment Cleaver,4,0
09/23/2012,Disappointment Cleaver,11,10
09/23/2012,Disappointment Cleaver,12,6
09/23/2012,Disappointment Cleaver,1,0
09/24/2012,Disappointment Cleaver,2,2
09/24/2012,Kautz Glacier,2,2
09/24/2012,Disappointment Cleaver,9,7
09/24/2012,Disappointment Cleaver,8,0
09/24/2012,Disappointment Cleaver,12,0
09/24/2012,Disappointment Cleaver,3,3
09/24/2012,Disappointment Cleaver,3,3
09/25/2012,Disappointment Cleaver,12,8
09/25/2012,Disappointment Cleaver,2,2
09/25/2012,Disappointment Cleaver,2,0
09/25/2012,Disappointment Cleaver,4,0
09/26/2012,Disappointment Cleaver,12,5
09/26/2012,Disappointment Cleaver,2,2
09/26/2012,Kautz Glacier,3,0
09/26/2012,Disappointment Cleaver,3,0
09/26/2012,Disappointment Cleaver,2,0
09/27/2012,Disappointment Cleaver,3,0
09/27/2012,Emmons-Winthrop,2,0
09/28/2012,Disappointment Cleaver,12,12
09/28/2012,Disappointment Cleaver,2,0
09/28/2012,Disappointment Cleaver,2,0
09/29/2012,Disappointment Cleaver,2,0
09/29/2012,Disappointment Cleaver,3,3
4/10/2012,Disappointment Cleaver,2,0
5/10/2012,Disappointment Cleaver,2,0
5/10/2012,Disappointment Cleaver,2,0
6/10/2012,Disappointment Cleaver,2,0
6/10/2012,Disappointment Cleaver,2,0
8/10/2012,Disappointment Cleaver,3,0
10/16/2012,Disappointment Cleaver,3,0
10/18/2012,Disappointment Cleaver,3,0
1/11/2012,Disappointment Cleaver,2,0
11/17/2012,Disappointment Cleaver,3,0
11/30/2012,Disappointment Cleaver,2,0
12/28/2012,Gibralter Ledges,2,0
12/29/2012,Gibralter Ledges,2,0
12/29/2012,Disappointment Cleaver,8,8
12/30/2012,Gibralter Ledges,3,0
3/01/2013,Gibralter Ledges,3,0
4/01/2013,Gibralter Ledges,2,0
7/01/2013,Disappointment Cleaver,7,0
7/01/2013,Disappointment Cleaver,6,0
01/18/2013,Gibralter Ledges,3,2
01/18/2013,Fuhrer's Finger,2,0
01/18/2013,Gibralter Ledges,2,2
01/19/2013,Gibralter Ledges,4,4
01/19/2013,Gibralter Ledges,3,3
01/19/2013,Fuhrer's Finger,2,0
01/19/2013,Gibralter Ledges,3,3
01/19/2013,Gibralter Ledges,3,3
01/19/2013,Gibralter Ledges,4,3
01/19/2013,Ingraham Direct,4,3
01/19/2013,Ingraham Direct,2,0
01/20/2013,Little Tahoma,2,0
01/24/2013,Gibralter Ledges,2,0
2/02/2013,Ingraham Direct,3,0
2/02/2013,Gibralter Ledges,2,0
4/02/2013,Disappointment Cleaver,7,0
4/02/2013,Disappointment Cleaver,8,0
9/02/2013,Ingraham Direct,4,0
9/02/2013,Little Tahoma,2,0
9/02/2013,Gibralter Ledges,1,0
9/02/2013,Fuhrer's Finger,3,0
10/02/2013,glacier only - no summit attempt,3,0
02/15/2013,Disappointment Cleaver,2,0
02/16/2013,Gibralter Ledges,2,0
02/17/2013,glacier only - no summit attempt,4,0
02/17/2013,Disappointment Cleaver,11,0
3/03/2013,Disappointment Cleaver,9,0
4/03/2013,Gibralter Ledges,3,0
8/03/2013,Gibralter Ledges,1,1
8/03/2013,Gibralter Ledges,2,0
8/03/2013,Gibralter Ledges,3,0
8/03/2013,Gibralter Ledges,2,0
9/03/2013,Disappointment Cleaver,6,0
9/03/2013,Disappointment Cleaver,2,0
9/03/2013,Fuhrer's Finger,2,0
10/03/2013,Gibralter Ledges,2,0
11/03/2013,Disappointment Cleaver,8,0
11/03/2013,Disappointment Cleaver,6,0
03/14/2013,Gibralter Ledges,2,0
03/17/2013,Ingraham Direct,11,0
03/23/2013,Ingraham Direct,8,6
03/23/2013,Ingraham Direct,3,0
03/24/2013,Gibralter Ledges,4,0
03/27/2013,Disappointment Cleaver,3,0
03/28/2013,Ingraham Direct,2,0
03/29/2013,Fuhrer's Finger,2,0
03/29/2013,Fuhrer's Finger,2,2
03/29/2013,Gibralter Ledges,3,0
03/30/2013,Fuhrer's Finger,5,3
03/30/2013,Gibralter Ledges,2,0
03/30/2013,Kautz Glacier,2,0
03/30/2013,Fuhrer's Finger,2,2
03/30/2013,Disappointment Cleaver,3,0
03/30/2013,Ingraham Direct,4,0
03/30/2013,Fuhrer's Finger,2,0
03/30/2013,Fuhrer's Finger,3,2
03/30/2013,Ingraham Direct,2,2
03/30/2013,Kautz Headwall,2,0
1/04/2013,Gibralter Ledges,2,0
2/04/2013,Disappointment Cleaver,2,0
6/04/2013,Disappointment Cleaver,7,0
8/04/2013,Disappointment Cleaver,8,0
8/04/2013,Disappointment Cleaver,8,0
04/14/2013,Ingraham Direct,11,0
04/20/2013,Disappointment Cleaver,2,0
04/20/2013,Disappointment Cleaver,4,5
04/21/2013,Fuhrer's Finger,2,0
04/22/2013,Gibralter Ledges,4,0
04/22/2013,Ingraham Direct,2,2
04/22/2013,Fuhrer's Finger,2,0
04/23/2013,Ingraham Direct,2,2
04/23/2013,Fuhrer's Finger,2,0
04/23/2013,Disappointment Cleaver,4,2
04/23/2013,Disappointment Cleaver,2,2
04/23/2013,Gibralter Ledges,2,0
04/24/2013,Fuhrer's Finger,3,2
04/25/2013,glacier only - no summit attempt,5,0
04/25/2013,Disappointment Cleaver,2,0
04/26/2013,Disappointment Cleaver,3,0
04/29/2013,Disappointment Cleaver,12,0
04/30/2013,Ingraham Direct,2,1
04/30/2013,Ingraham Direct,3,0
1/05/2013,Gibralter Ledges,2,1
1/05/2013,Fuhrer's Finger,2,0
2/05/2013,Ingraham Direct,6,6
2/05/2013,Ingraham Direct,2,2
2/05/2013,Disappointment Cleaver,6,0
2/05/2013,Fuhrer's Finger,3,0
2/05/2013,Fuhrer's Finger,3,0
2/05/2013,Disappointment Cleaver,3,0
2/05/2013,Disappointment Cleaver,3,0
3/05/2013,Disappointment Cleaver,11,0
3/05/2013,Fuhrer's Finger,2,0
3/05/2013,Gibralter Ledges,2,0
3/05/2013,Fuhrer's Finger,4,0
3/05/2013,Ingraham Direct,5,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Fuhrer's Finger,5,0
4/05/2013,Disappointment Cleaver,10,0
4/05/2013,Gibralter Ledges,5,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Disappointment Cleaver,2,0
4/05/2013,Fuhrer's Finger,2,0
4/05/2013,Nisqually Ice Cliff,2,0
4/05/2013,Little Tahoma,3,0
4/05/2013,Disappointment Cleaver,2,0
5/05/2013,Emmons-Winthrop,1,0
6/05/2013,Disappointment Cleaver,2,2
6/05/2013,Disappointment Cleaver,3,0
6/05/2013,Disappointment Cleaver,2,2
7/05/2013,Wilson Headwall,3,2
7/05/2013,Disappointment Cleaver,2,2
7/05/2013,Fuhrer's Finger,2,0
7/05/2013,Fuhrer's Finger,2,2
7/05/2013,Disappointment Cleaver,11,0
7/05/2013,Ingraham Direct,2,2
8/05/2013,Fuhrer's Finger,3,3
8/05/2013,Ingraham Direct,2,2
8/05/2013,Kautz Glacier,3,0
8/05/2013,Fuhrer's Finger,2,0
8/05/2013,Gibralter Ledges,2,0
8/05/2013,Ingraham Direct,2,2
8/05/2013,Disappointment Cleaver,3,0
8/05/2013,Ingraham Direct,4,0
9/05/2013,Fuhrer's Finger,3,0
9/05/2013,Ingraham Direct,2,0
9/05/2013,Disappointment Cleaver,2,0
9/05/2013,Fuhrer's Finger,3,0
10/05/2013,Disappointment Cleaver,2,0
10/05/2013,Nisqually Glacier,4,0
10/05/2013,Disappointment Cleaver,2,0
10/05/2013,Fuhrer's Finger,2,0
10/05/2013,Fuhrer's Finger,2,0
10/05/2013,Ingraham Direct,2,2
10/05/2013,Disappointment Cleaver,2,0
10/05/2013,Disappointment Cleaver,3,2
11/05/2013,Fuhrer's Finger,3,3
11/05/2013,Ingraham Direct,2,0
11/05/2013,glacier only - no summit attempt,9,0
11/05/2013,Disappointment Cleaver,4,0
11/05/2013,Disappointment Cleaver,3,0
12/05/2013,Disappointment Cleaver,12,7
05/13/2013,Disappointment Cleaver,12,0
05/13/2013,Disappointment Cleaver,12,11
05/13/2013,Disappointment Cleaver,12,4
05/13/2013,Disappointment Cleaver,12,0
05/14/2013,Disappointment Cleaver,9,0
05/14/2013,Disappointment Cleaver,2,0
05/15/2013,Gibralter Ledges,2,2
05/15/2013,Gibralter Ledges,2,2
05/15/2013,Disappointment Cleaver,12,0
05/15/2013,Disappointment Cleaver,2,0
05/15/2013,Disappointment Cleaver,7,0
05/16/2013,Disappointment Cleaver,11,7
05/16/2013,Disappointment Cleaver,3,3
05/16/2013,Ingraham Direct,3,0
05/16/2013,Disappointment Cleaver,4,4
05/16/2013,Fuhrer's Finger,2,0
05/17/2013,Disappointment Cleaver,2,2
05/17/2013,Disappointment Cleaver,2,0
05/17/2013,Disappointment Cleaver,1,0
05/17/2013,Disappointment Cleaver,12,8
05/17/2013,Disappointment Cleaver,11,7
05/17/2013,Ingraham Direct,1,1
05/17/2013,Disappointment Cleaver,12,5
05/18/2013,Disappointment Cleaver,12,5
05/18/2013,Disappointment Cleaver,3,3
05/18/2013,Disappointment Cleaver,4,4
05/18/2013,Disappointment Cleaver,3,0
05/18/2013,Little Tahoma,12,11
05/18/2013,Disappointment Cleaver,2,0
05/18/2013,Disappointment Cleaver,2,0
05/18/2013,Disappointment Cleaver,12,9
05/18/2013,Gibralter Ledges,2,0
05/18/2013,Success Cleaver,3,3
05/18/2013,Disappointment Cleaver,2,2
05/18/2013,Disappointment Cleaver,2,0
05/19/2013,Emmons-Winthrop,1,0
05/19/2013,Disappointment Cleaver,2,0
05/19/2013,Disappointment Cleaver,12,10
05/19/2013,Fuhrer's Finger,2,0
05/19/2013,Disappointment Cleaver,2,2
05/19/2013,Disappointment Cleaver,12,4
05/19/2013,Disappointment Cleaver,12,5
05/20/2013,Disappointment Cleaver,3,3
05/20/2013,Disappointment Cleaver,2,0
05/20/2013,Disappointment Cleaver,2,0
05/20/2013,Disappointment Cleaver,11,0
05/20/2013,Disappointment Cleaver,12,0
05/20/2013,Disappointment Cleaver,8,0
05/21/2013,Disappointment Cleaver,12,0
05/22/2013,Disappointment Cleaver,12,0
05/23/2013,Disappointment Cleaver,2,0
05/23/2013,Disappointment Cleaver,2,0
05/23/2013,Disappointment Cleaver,12,0
05/24/2013,Disappointment Cleaver,9,0
05/24/2013,Disappointment Cleaver,2,0
05/24/2013,Disappointment Cleaver,3,0
05/24/2013,Disappointment Cleaver,2,0
05/24/2013,Emmons-Winthrop,4,0
05/24/2013,Disappointment Cleaver,11,0
05/24/2013,Kautz Headwall,2,0
05/24/2013,Disappointment Cleaver,2,0
05/24/2013,Disappointment Cleaver,12,0
05/24/2013,Disappointment Cleaver,2,0
05/25/2013,glacier only - no summit attempt,5,0
05/25/2013,Disappointment Cleaver,12,0
05/25/2013,Disappointment Cleaver,12,0
05/25/2013,Ingraham Direct,2,0
05/26/2013,Kautz Glacier,3,0
05/26/2013,Disappointment Cleaver,12,0
05/26/2013,Disappointment Cleaver,12,0
05/26/2013,Disappointment Cleaver,2,0
05/26/2013,Disappointment Cleaver,12,0
05/27/2013,Disappointment Cleaver,12,0
05/27/2013,Disappointment Cleaver,12,0
05/27/2013,Disappointment Cleaver,8,0
05/28/2013,Disappointment Cleaver,9,0
05/28/2013,Disappointment Cleaver,3,0
05/29/2013,Disappointment Cleaver,2,0
05/29/2013,Emmons-Winthrop,2,0
05/29/2013,Disappointment Cleaver,2,0
05/30/2013,Disappointment Cleaver,11,0
05/30/2013,Disappointment Cleaver,4,0
05/30/2013,Emmons-Winthrop,2,0
05/30/2013,Disappointment Cleaver,2,0
05/31/2013,Disappointment Cleaver,3,0
05/31/2013,Emmons-Winthrop,3,0
05/31/2013,Disappointment Cleaver,6,0
05/31/2013,Disappointment Cleaver,2,0
05/31/2013,Disappointment Cleaver,5,0
05/31/2013,Disappointment Cleaver,12,0
05/31/2013,Disappointment Cleaver,12,0
05/31/2013,Disappointment Cleaver,12,0
1/06/2013,Disappointment Cleaver,12,0
1/06/2013,Disappointment Cleaver,12,0
1/06/2013,Disappointment Cleaver,4,0
1/06/2013,Emmons-Winthrop,1,1
1/06/2013,Disappointment Cleaver,3,3
1/06/2013,Fuhrer's Finger,2,0
1/06/2013,Disappointment Cleaver,2,2
1/06/2013,Fuhrer's Finger,4,0
1/06/2013,Gibralter Ledges,3,0
1/06/2013,Disappointment Cleaver,12,0
1/06/2013,glacier only - no summit attempt,2,0
1/06/2013,Disappointment Cleaver,3,0
1/06/2013,Disappointment Cleaver,2,0
1/06/2013,Fuhrer's Finger,3,0
1/06/2013,Liberty Ridge,3,3
2/06/2013,Disappointment Cleaver,3,0
2/06/2013,Disappointment Cleaver,4,0
2/06/2013,Disappointment Cleaver,3,0
2/06/2013,Disappointment Cleaver,2,0
2/06/2013,Fuhrer's Finger,3,0
2/06/2013,Liberty Ridge,3,0
2/06/2013,Emmons-Winthrop,12,6
2/06/2013,Disappointment Cleaver,12,0
2/06/2013,Disappointment Cleaver,2,0
2/06/2013,Disappointment Cleaver,12,0
2/06/2013,Disappointment Cleaver,12,0
2/06/2013,Disappointment Cleaver,8,7
2/06/2013,Liberty Ridge,2,2
3/06/2013,Disappointment Cleaver,12,0
3/06/2013,Disappointment Cleaver,2,2
3/06/2013,Disappointment Cleaver,3,0
3/06/2013,Disappointment Cleaver,3,0
3/06/2013,Liberty Ridge,4,4
3/06/2013,Disappointment Cleaver,12,11
3/06/2013,Disappointment Cleaver,2,2
3/06/2013,Fuhrer's Finger,3,0
3/06/2013,Liberty Ridge,2,2
3/06/2013,Liberty Ridge,2,2
3/06/2013,Disappointment Cleaver,8,11
3/06/2013,Liberty Ridge,2,0
4/06/2013,Liberty Ridge,3,3
4/06/2013,Kautz Glacier,12,0
4/06/2013,Disappointment Cleaver,2,2
4/06/2013,Disappointment Cleaver,3,0
4/06/2013,Liberty Ridge,2,2
4/06/2013,Emmons-Winthrop,2,2
4/06/2013,Disappointment Cleaver,2,0
4/06/2013,Disappointment Cleaver,3,3
4/06/2013,Gibralter Ledges,2,0
5/06/2013,Disappointment Cleaver,12,0
5/06/2013,Disappointment Cleaver,12,12
5/06/2013,Disappointment Cleaver,3,0
5/06/2013,Disappointment Cleaver,5,0
5/06/2013,Emmons-Winthrop,7,0
5/06/2013,Disappointment Cleaver,3,2
5/06/2013,Liberty Ridge,4,4
5/06/2013,Emmons-Winthrop,3,3
5/06/2013,Fuhrer's Finger,2,0
5/06/2013,Fuhrer's Finger,3,3
5/06/2013,Fuhrer's Finger,4,0
6/06/2013,Kautz Glacier,4,0
6/06/2013,Disappointment Cleaver,12,0
6/06/2013,Emmons-Winthrop,7,0
6/06/2013,Emmons-Winthrop,9,0
6/06/2013,Disappointment Cleaver,5,3
6/06/2013,Liberty Ridge,3,3
6/06/2013,Disappointment Cleaver,7,7
7/06/2013,Emmons-Winthrop,12,10
7/06/2013,Disappointment Cleaver,12,0
7/06/2013,Disappointment Cleaver,2,0
7/06/2013,Disappointment Cleaver,3,0
7/06/2013,Emmons-Winthrop,2,1
7/06/2013,Emmons-Winthrop,5,0
7/06/2013,Disappointment Cleaver,4,0
7/06/2013,Disappointment Cleaver,3,3
7/06/2013,Liberty Ridge,2,0
7/06/2013,Disappointment Cleaver,7,7
7/06/2013,Fuhrer's Finger,2,0
7/06/2013,Liberty Ridge,4,4
7/06/2013,Disappointment Cleaver,5,0
7/06/2013,Emmons-Winthrop,4,0
7/06/2013,Disappointment Cleaver,2,0
7/06/2013,Liberty Ridge,3,3
7/06/2013,Emmons-Winthrop,5,5
7/06/2013,Emmons-Winthrop,3,3
7/06/2013,Fuhrer's Finger,4,0
7/06/2013,Emmons-Winthrop,5,0
7/06/2013,Kautz Glacier,2,0
7/06/2013,Disappointment Cleaver,2,2
7/06/2013,Disappointment Cleaver,12,7
7/06/2013,Disappointment Cleaver,10,4
7/06/2013,Liberty Ridge,2,2
7/06/2013,Emmons-Winthrop,3,0
7/06/2013,Fuhrer's Finger,2,0
7/06/2013,Liberty Ridge,3,3
8/06/2013,Disappointment Cleaver,2,0
8/06/2013,Disappointment Cleaver,2,0
8/06/2013,Disappointment Cleaver,6,6
8/06/2013,Liberty Ridge,2,0
8/06/2013,Disappointment Cleaver,3,3
8/06/2013,Little Tahoma,2,0
8/06/2013,Little Tahoma,6,4
8/06/2013,Disappointment Cleaver,6,4
8/06/2013,Fuhrer's Finger,2,0
8/06/2013,Emmons-Winthrop,5,5
8/06/2013,Emmons-Winthrop,2,0
8/06/2013,Gibralter Ledges,4,0
8/06/2013,Little Tahoma,2,0
8/06/2013,Little Tahoma,2,0
8/06/2013,Disappointment Cleaver,7,6
8/06/2013,Disappointment Cleaver,3,0
8/06/2013,Disappointment Cleaver,3,0
8/06/2013,Disappointment Cleaver,12,10
8/06/2013,Emmons-Winthrop,6,0
8/06/2013,Fuhrer's Finger,2,0
8/06/2013,Fuhrer's Finger,4,0
8/06/2013,Kautz Glacier,2,2
8/06/2013,Emmons-Winthrop,2,2
8/06/2013,Disappointment Cleaver,5,0
8/06/2013,Little Tahoma,2,0
8/06/2013,Disappointment Cleaver,2,0
8/06/2013,Disappointment Cleaver,3,3
8/06/2013,Disappointment Cleaver,2,2
8/06/2013,Fuhrer's Finger,5,0
8/06/2013,Disappointment Cleaver,11,7
8/06/2013,Disappointment Cleaver,2,0
8/06/2013,Fuhrer's Finger,2,2
8/06/2013,Disappointment Cleaver,3,0
8/06/2013,Fuhrer's Finger,2,0
8/06/2013,Disappointment Cleaver,2,0
8/06/2013,Kautz Glacier,2,0
8/06/2013,Liberty Ridge,3,3
8/06/2013,Emmons-Winthrop,3,0
9/06/2013,Disappointment Cleaver,12,10
9/06/2013,Disappointment Cleaver,2,0
9/06/2013,Liberty Ridge,6,4
9/06/2013,Fuhrer's Finger,3,1
9/06/2013,Disappointment Cleaver,4,0
9/06/2013,Emmons-Winthrop,5,0
9/06/2013,Disappointment Cleaver,2,2
9/06/2013,Emmons-Winthrop,11,7
9/06/2013,Disappointment Cleaver,12,11
9/06/2013,Disappointment Cleaver,12,9
9/06/2013,Disappointment Cleaver,1,1
9/06/2013,Liberty Ridge,2,2
9/06/2013,Disappointment Cleaver,3,2
9/06/2013,Emmons-Winthrop,3,3
10/06/2013,Gibralter Chute,2,0
10/06/2013,Disappointment Cleaver,2,2
10/06/2013,Liberty Ridge,5,4
10/06/2013,Disappointment Cleaver,12,9
10/06/2013,Emmons-Winthrop,12,12
10/06/2013,Disappointment Cleaver,9,4
10/06/2013,Disappointment Cleaver,3,0
10/06/2013,Emmons-Winthrop,2,0
10/06/2013,Disappointment Cleaver,12,5
10/06/2013,Disappointment Cleaver,11,7
11/06/2013,Disappointment Cleaver,11,9
11/06/2013,Emmons-Winthrop,3,3
11/06/2013,Fuhrer's Finger,2,0
11/06/2013,Kautz Glacier,12,9
11/06/2013,Disappointment Cleaver,12,12
11/06/2013,Disappointment Cleaver,2,0
11/06/2013,Disappointment Cleaver,2,2
12/06/2013,Disappointment Cleaver,2,0
12/06/2013,Disappointment Cleaver,4,0
12/06/2013,Disappointment Cleaver,3,0
12/06/2013,Emmons-Winthrop,3,3
12/06/2013,Disappointment Cleaver,12,8
12/06/2013,Disappointment Cleaver,12,7
06/13/2013,Disappointment Cleaver,9,7
06/13/2013,Disappointment Cleaver,2,0
06/13/2013,Liberty Ridge,4,0
06/13/2013,Disappointment Cleaver,5,5
06/13/2013,Disappointment Cleaver,3,3
06/13/2013,Emmons-Winthrop,7,0
06/13/2013,Disappointment Cleaver,11,8
06/13/2013,Disappointment Cleaver,12,7
06/13/2013,Emmons-Winthrop,4,0
06/13/2013,Emmons-Winthrop,3,3
06/14/2013,Disappointment Cleaver,5,5
06/14/2013,Disappointment Cleaver,3,0
06/14/2013,Little Tahoma,2,2
06/14/2013,Little Tahoma,7,7
06/14/2013,Disappointment Cleaver,11,5
06/14/2013,Disappointment Cleaver,2,0
06/14/2013,Emmons-Winthrop,2,2
06/14/2013,glacier only - no summit attempt,1,0
06/14/2013,Disappointment Cleaver,2,0
06/14/2013,Disappointment Cleaver,3,3
06/14/2013,Emmons-Winthrop,3,3
06/14/2013,Liberty Ridge,1,0
06/14/2013,Disappointment Cleaver,12,11
06/14/2013,Disappointment Cleaver,12,10
06/14/2013,Gibralter Ledges,2,0
06/14/2013,Kautz Glacier,3,0
06/15/2013,Disappointment Cleaver,11,7
06/15/2013,Fuhrer's Finger,4,0
06/15/2013,Disappointment Cleaver,2,0
06/15/2013,Fuhrer's Finger,2,0
06/15/2013,Gibralter Ledges,3,3
06/15/2013,Disappointment Cleaver,6,3
06/15/2013,Disappointment Cleaver,4,3
06/15/2013,Disappointment Cleaver,2,0
06/15/2013,Disappointment Cleaver,2,0
06/15/2013,Kautz Glacier,2,2
06/15/2013,Disappointment Cleaver,8,0
06/15/2013,Disappointment Cleaver,11,4
06/15/2013,Disappointment Cleaver,12,12
06/15/2013,Disappointment Cleaver,5,0
06/15/2013,Disappointment Cleaver,3,2
06/15/2013,Disappointment Cleaver,2,2
06/15/2013,Little Tahoma,3,0
06/15/2013,Emmons-Winthrop,5,0
06/15/2013,Little Tahoma,5,4
06/15/2013,Disappointment Cleaver,4,0
06/16/2013,Emmons-Winthrop,12,10
06/16/2013,Emmons-Winthrop,2,0
06/16/2013,Liberty Ridge,2,0
06/16/2013,Emmons-Winthrop,1,0
06/16/2013,Disappointment Cleaver,4,3
06/16/2013,Disappointment Cleaver,3,2
06/16/2013,Disappointment Cleaver,12,12
06/16/2013,Disappointment Cleaver,12,7
06/16/2013,Disappointment Cleaver,3,3
06/16/2013,Disappointment Cleaver,4,4
06/16/2013,Emmons-Winthrop,12,5
06/16/2013,Disappointment Cleaver,12,11
06/16/2013,Disappointment Cleaver,11,10
06/16/2013,Little Tahoma,2,2
06/16/2013,Disappointment Cleaver,4,4
06/16/2013,Emmons-Winthrop,6,6
06/16/2013,Disappointment Cleaver,11,8
06/16/2013,Emmons-Winthrop,2,2
06/17/2013,Disappointment Cleaver,12,7
06/17/2013,Disappointment Cleaver,12,9
06/17/2013,Disappointment Cleaver,3,3
06/17/2013,Kautz Glacier,6,0
06/17/2013,Kautz Glacier,2,0
06/17/2013,Disappointment Cleaver,2,2
06/17/2013,Little Tahoma,2,2
06/17/2013,Disappointment Cleaver,12,9
06/18/2013,Kautz Glacier,8,0
06/18/2013,Emmons-Winthrop,12,10
06/18/2013,Disappointment Cleaver,2,2
06/18/2013,Liberty Ridge,6,0
06/18/2013,Disappointment Cleaver,12,12
06/18/2013,Disappointment Cleaver,12,10
06/18/2013,Disappointment Cleaver,12,12
06/18/2013,Disappointment Cleaver,1,0
06/18/2013,Disappointment Cleaver,4,0
06/18/2013,Emmons-Winthrop,3,2
06/18/2013,Disappointment Cleaver,4,0
06/19/2013,Disappointment Cleaver,10,6
06/19/2013,Disappointment Cleaver,1,1
06/19/2013,Emmons-Winthrop,6,6
06/19/2013,Disappointment Cleaver,2,0
06/19/2013,Disappointment Cleaver,9,5
06/19/2013,Disappointment Cleaver,9,5
06/19/2013,Disappointment Cleaver,10,7
06/19/2013,Disappointment Cleaver,12,9
06/19/2013,Emmons-Winthrop,2,2
06/19/2013,Liberty Ridge,3,3
06/20/2013,Emmons-Winthrop,9,0
06/20/2013,Disappointment Cleaver,5,5
06/20/2013,Disappointment Cleaver,2,6
06/20/2013,Disappointment Cleaver,2,0
06/20/2013,Emmons-Winthrop,3,3
06/20/2013,Emmons-Winthrop,4,4
06/20/2013,Disappointment Cleaver,2,2
06/20/2013,Disappointment Cleaver,5,4
06/20/2013,Disappointment Cleaver,8,0
06/20/2013,Disappointment Cleaver,2,2
06/20/2013,Emmons-Winthrop,3,0
06/20/2013,Disappointment Cleaver,3,0
06/20/2013,Disappointment Cleaver,12,11
06/21/2013,Disappointment Cleaver,11,7
06/21/2013,Emmons-Winthrop,2,2
06/21/2013,Disappointment Cleaver,2,2
06/21/2013,Disappointment Cleaver,3,0
06/21/2013,Fuhrer's Finger,2,2
06/21/2013,Disappointment Cleaver,4,4
06/21/2013,Disappointment Cleaver,2,2
06/21/2013,Disappointment Cleaver,7,6
06/21/2013,Disappointment Cleaver,2,2
06/21/2013,Disappointment Cleaver,4,0
06/21/2013,Disappointment Cleaver,2,0
06/21/2013,Disappointment Cleaver,2,2
06/21/2013,Disappointment Cleaver,3,3
06/21/2013,Emmons-Winthrop,3,0
06/21/2013,Disappointment Cleaver,4,0
06/21/2013,Disappointment Cleaver,2,2
06/21/2013,Emmons-Winthrop,5,0
06/21/2013,Liberty Ridge,4,4
06/21/2013,Emmons-Winthrop,2,0
06/21/2013,Emmons-Winthrop,3,0
06/21/2013,Disappointment Cleaver,3,3
06/21/2013,Disappointment Cleaver,4,4
06/21/2013,Disappointment Cleaver,3,3
06/21/2013,Disappointment Cleaver,12,4
06/21/2013,Disappointment Cleaver,12,12
06/21/2013,Disappointment Cleaver,8,7
06/21/2013,Disappointment Cleaver,5,0
06/21/2013,Disappointment Cleaver,3,0
06/21/2013,Emmons-Winthrop,3,0
06/21/2013,Fuhrer's Finger,2,0
06/22/2013,Little Tahoma,3,3
06/22/2013,Little Tahoma,12,0
06/22/2013,Little Tahoma,12,0
06/22/2013,Disappointment Cleaver,2,2
06/22/2013,glacier only - no summit attempt,3,0
06/22/2013,Disappointment Cleaver,12,0
06/22/2013,Disappointment Cleaver,2,0
06/22/2013,glacier only - no summit attempt,2,0
06/22/2013,Disappointment Cleaver,5,0
06/22/2013,Emmons-Winthrop,4,0
06/22/2013,Disappointment Cleaver,6,0
06/22/2013,glacier only - no summit attempt,2,0
06/22/2013,Disappointment Cleaver,3,0
06/22/2013,Disappointment Cleaver,2,0
06/22/2013,Disappointment Cleaver,12,8
06/22/2013,Disappointment Cleaver,12,8
06/22/2013,Kautz Glacier,2,0
06/22/2013,Disappointment Cleaver,2,2
06/22/2013,Disappointment Cleaver,2,0
06/22/2013,Disappointment Cleaver,3,3
06/22/2013,glacier only - no summit attempt,4,0
